,name,rating,reviews,type,hq,old,employee
226,Berger Paints,3.7,(2k Reviews),Public,"Kolkata,West Bengal + 200 more",100 years old,1k-5k Employees (India)
227,HDFC Ergo Genera...,4,(2k Reviews),Public,"Mumbai,Maharashtra + 199 more",21 years old,5k-10k Employees (India)
228,RSPL Group,4.1,(2k Reviews),Private,"Mumbai,Maharashtra + 156 more",36 years old,1k-5k Employees (India)
229,RBL Bank,3.7,(2k Reviews),Public,"Mumbai,Maharashtra + 191 more",80 years old,1k-5k Employees (India)
230,Simplex Infrastr...,3.4,(2k Reviews),Public,"Kolkata,West Bengal + 125 more",99 years old,1k-5k Employees (India)
231,ACC,4,(2k Reviews),Public,"Mumbai,Maharashtra + 193 more",87 years old,5k-10k Employees (India)
232,Dabur,3.9,(2k Reviews),Public,"Ghaziabad,Uttar Pradesh + 214 more",139 years old,5k-10k Employees (India)
233,JK Cement,4.1,(2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 197 more",49 years old,1k-5k Employees (India)
234,PNB MetLife,3.5,(2k Reviews),Private,"Mumbai,Maharashtra + 272 more",22 years old,5k-10k Employees (India)
235,Titan Company,4.4,(2k Reviews),Public,"Mumbai,Maharashtra + 128 more",5 years old,5k-10k Employees (India)
236,PolicyBazaar,3.5,(2k Reviews),Public,"Gurgaon,Haryana + 55 more",15 years old,5k-10k Employees (India)
237,Kotak Mahindara ...,3.9,(2k Reviews),Public,"Mumbai,Maharashtra + 182 more",22 years old,10k-50k Employees (India)
238,Bajaj Electrical...,4.1,(2k Reviews),Public,"Mumbai,Maharashtra + 173 more",85 years old,1k-5k Employees (India)
239,Arvind Group,4.2,(2k Reviews),Public,"Ahmedabad,Gujrat + 119 more",92 years old,10k-50k Employees (India)
240,Carelon Global S...,4.1,(2k Reviews),Hyderabad/Secunderabad + 8 more,,,
241,IndiGo,3.6,(2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 78 more",17 years old,10k-50k Employees (India)
242,GeBBS Healthcare...,3.8,(2k Reviews),Private,"Culver City,California + 11 more",18 years old,5k-10k Employees (India)
243,KocharTech,4.2,(2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 20 more",28 years old,1k-5k Employees (India)
244,Cogent E Service...,3.3,(1.9k Reviews),Private,"Noida,Uttar Pradesh + 27 more",19 years old,10k-50k Employees (India)
245,Torrent Pharmace...,4,(1.9k Reviews),Public,"Ahmedabad,Gujrat + 86 more",52 years old,10k-50k Employees (India)
246,Wipro Enterprise...,3.9,(1.9k Reviews),Bangalore + 71 more,78 years old,501-1k Employees (India),
247,Reliance Digital,4.2,(1.9k Reviews),Private,"Mumbai,Maharashtra + 264 more",16 years old,5k-10k Employees (India)
248,Huawei Technolog...,3.9,(1.9k Reviews),Private,"Gurgaon/Gurugram,Haryana + 91 more",21 years old,1k-5k Employees (India)
249,Dilip Buildcon,4,(1.9k Reviews),Public,"Bhopal,Madhya Pradesh + 163 more",36 years old,10k-50k Employees (India)
250,Aakash Education...,3.7,(1.9k Reviews),Private,"New Delhi,Delhi + 175 more",35 years old,10k-50k Employees (India)
251,Tractors and Far...,4.2,(1.9k Reviews),Public,"Chennai,Tamil Nadu + 149 more",63 years old,5k-10k Employees (India)
252,Lava Internation...,4.1,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 204 more",14 years old,1k-5k Employees (India)
253,Jubilant Foods W...,3.9,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 161 more",28 years old,10k-50k Employees (India)
254,Apollo Tyres,4.1,(1.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 139 more",51 years old,1k-5k Employees (India)
255,Dominos Pizza,4,(1.9k Reviews),Public,"Ypsilanti,Michigan + 200 more",63 years old,1k-5k Employees (India)
256,UPL,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 134 more",54 years old,1k-5k Employees (India)
257,KPIT Technologie...,3.6,(1.9k Reviews),Public,"Pune,Maharashtra + 22 more",33 years old,5k-10k Employees (India)
258,Capita,3.9,(1.9k Reviews),Private,"Indore,Madhya Pradesh + 19 more",18 years old,5k-10k Employees (India)
259,McDonald's,4.3,(1.9k Reviews),Private,"Chicago,Illinois + 125 more",68 years old,5k-10k Employees (India)
260,Flex,4.1,(1.9k Reviews),Private,San Jose + 33 more,54 years old,10k-50k Employees (India)
261,Taj Hotels Resor...,4.3,(1.8k Reviews),"Mumbai,Maharashtra + 83 more",120 years old,10k-50k Employees (India),
262,Tata AIG,4.2,(1.8k Reviews),Private,"Mumbai,Maharashtra + 196 more",23 years old,5k-10k Employees (India)
263,Patanjali Ayurve...,4.1,(1.8k Reviews),Private,"Haridwar,Uttarakhand + 237 more",17 years old,5k-10k Employees (India)
264,State Street Syn...,3.7,(1.8k Reviews),Private,Mumbai + 14 more,19 years old,501-1k Employees (India)
265,Synechron,4.1,(1.8k Reviews),Private,"New York,New York + 18 more",22 years old,5k-10k Employees (India)
266,AFCONS Infrastru...,4.4,(1.8k Reviews),Partnership,"Mumbai,Maharashtra + 76 more",64 years old,10k-50k Employees (India)
267,Reliance SMSL,4.1,(1.8k Reviews),Public,Mumbai + 421 more,16 years old,1k-5k Employees (India)
268,Birlasoft,3.8,(1.8k Reviews),Public,"Pune,Maharashtra + 29 more",28 years old,10k-50k Employees (India)
269,S&P Global,4.2,(1.8k Reviews),Public,"New York City,New York + 17 more",106 years old,5k-10k Employees (India)
270,Statestreet HCL ...,3.3,(1.8k Reviews),Private,New Delhi + 11 more,11 years old,5k-10k Employees (India)
271,Max Healthcare,4.2,(1.8k Reviews),Partnership,"Delhi/NCR,New Delhi + 51 more",22 years old,1k-5k Employees (India)
272,Lenskart,3.2,(1.8k Reviews),Private,"Faridabad,Haryana + 134 more",13 years old,1k-5k Employees (India)
273,Mankind Pharma,4.2,(1.8k Reviews),Private,"New Delhi,Delhi + 163 more",28 years old,5k-10k Employees (India)
274,AGS Health,4,(1.8k Reviews),Private,Washington DC + 29 more,12 years old,10k-50k Employees (India)
275,Walmart,4.1,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 71 more",14 years old,5k-10k Employees (India)
276,Tech Mahindra Bu...,3.5,(1.8k Reviews),Public,"Mumbai,Maharashtra + 37 more",20 years old,1k-5k Employees (India)
277,Zensar Technolog...,3.9,(1.7k Reviews),Public,"Pune,Maharashtra + 19 more",22 years old,5k-10k Employees (India)
278,Nestle,4.1,(1.7k Reviews),Public,Vevey + 201 more,64 years old,1 Lakh+ Employees (India)
279,Blue Dart Expres...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 213 more",40 years old,10k-50k Employees (India)
280,Fortis Healthcar...,4,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 53 more",27 years old,5k-10k Employees (India)
281,Ola Cabs,3.6,(1.7k Reviews),Private,Bangalore + 87 more,13 years old,501-1k Employees (India)
282,Landmark Group,4.1,(1.7k Reviews),Private,"Dubai Marina,Dubai + 125 more",50 years old,1k-5k Employees (India)
283,Tata Technologie...,3.7,(1.7k Reviews),Private,Singapore + 41 more,34 years old,5k-10k Employees (India)
284,Fiserv,3.7,(1.7k Reviews),Private,"Brookfield,Wisconsin + 25 more",39 years old,5k-10k Employees (India)
285,Future Retail,4.3,(1.7k Reviews),Public,"San Francisco,California + 190 more",36 years old,10k-50k Employees (India)
286,Marpu Foundation...,4.9,(1.7k Reviews),Hyderabad/Secunderabad + 33 more,7 years old,11-50 Employees (India),
287,Birla Sun Life I...,4.3,(1.7k Reviews),Private,"Mumbai,Maharashtra + 318 more",23 years old,10k-50k Employees (India)
288,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 100 more",24 years old,10k-50k Employees (India)
289,I Process Servic...,3.9,(1.7k Reviews),Private,"Mumbai,Maharashtra + 240 more",18 years old,1k-5k Employees (India)
290,Rivigo,3.9,(1.7k Reviews),Private,"Gurgaon,Haryana + 145 more",9 years old,1k-5k Employees (India)
291,Eureka Forbes,4,(1.7k Reviews),Private,"Mumbai,Maharashtra + 150 more",41 years old,5k-10k Employees (India)
292,JMC Projects,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 108 more",41 years old,1k-5k Employees (India)
293,HDFC Sales,4,(1.7k Reviews),Private,"Mumbai,Maharashtra + 242 more",19 years old,10k-50k Employees (India)
294,Societe Generale,3.8,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old,1k-5k Employees (India)
295,The Himalaya Dru...,4.1,(1.7k Reviews),Private,"San Francisco,California + 174 more",93 years old,1k-5k Employees (India)
296,Extramarks Educa...,3.6,(1.7k Reviews),Private,"Noida,Uttar Pradesh + 92 more",16 years old,1k-5k Employees (India)
297,IGT Solutions,3.5,(1.7k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",25 years old,5k-10k Employees (India)
298,BlackBuck,3.8,(1.7k Reviews),Private,"Bangalore,Karnataka + 254 more",8 years old,501-1k Employees (India)
299,Voltas,4,(1.7k Reviews),Public,"Mumbai,Maharashtra + 150 more",69 years old,5k-10k Employees (India)
300,Radisson Hotels,3.9,(1.6k Reviews),Private,"Minnetonka,Minnesota + 91 more",114 years old,10k-50k Employees (India)
301,Square Yards,3.6,(1.6k Reviews),Private,"Gurgaon,Haryana + 37 more",10 years old,1k-5k Employees (India)
302,Micro Labs,3.7,(1.6k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 102 more",50 years old,10k-50k Employees (India)
303,Tata Teleservice...,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 143 more",27 years old,201-500 Employees (India)
304,UNO Minda,4,(1.6k Reviews),Gurgaon + 72 more,65 years old,201-500 Employees (India),
305,G4S,4,(1.6k Reviews),Private,"Gurgaon/Gurugram,Haryana + 112 more",27 years old,1 Lakh+ Employees (India)
306,Exide Industries,3.6,(1.6k Reviews),Public,"Kolkata,West Bengal + 165 more",76 years old,1k-5k Employees (India)
307,State Street Cor...,3.8,(1.6k Reviews),Private,"Boston,Massachusetts + 13 more",231 years old,10k-50k Employees (India)
308,Aditya Birla Gro...,4.2,(1.6k Reviews),"Mumbai,Maharashtra + 205 more",166 years old,10k-50k Employees (India),
309,Coforge,3.6,(1.6k Reviews),Public,"Noida,Uttar Pradesh + 27 more",19 years old,10k-50k Employees (India)
310,TVS Supply Chain...,3.9,(1.6k Reviews),"Chennai,Tamil Nadu + 118 more",127 years old,1k-5k Employees (India),
311,Bajaj Allianz Ge...,4.1,(1.6k Reviews),Pune + 171 more,5k-10k Employees (India),,
312,Britannia,4.1,(1.6k Reviews),Public,"Reading,Reading + 187 more",131 years old,5k-10k Employees (India)
313,ElasticRun,3.5,(1.6k Reviews),Private,"Pune,Maharashtra + 288 more",7 years old,1k-5k Employees (India)
314,Life Insurance C...,4.3,(1.6k Reviews),Private,Mumbai + 379 more,67 years old,1 Lakh+ Employees (India)
315,Ajanta Pharma,4,(1.6k Reviews),Public,"Mumbai,Maharashtra + 85 more",50 years old,1k-5k Employees (India)
316,ACT Fibernet,4.1,(1.6k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 39 more",23 years old,5k-10k Employees (India)
317,PepsiCo,4.1,(1.6k Reviews),Private,"Harrison,New York + 186 more",34 years old,1k-5k Employees (India)
318,Pfizer,4.1,(1.6k Reviews),Public,"Chennai,Tamil Nadu + 106 more",19 years old,5k-10k Employees (India)
319,R.R. Donnelley,4.1,(1.6k Reviews),Private,"Chicago,Illinois + 11 more",159 years old,5k-10k Employees (India)
320,Mahindra Rural H...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 360 more",16 years old,5k-10k Employees (India)
321,Delhi Public Sch...,3.9,(1.6k Reviews),Public,"Greater Noida,Uttar Pradesh + 219 more",25 years old,1k-5k Employees (India)
322,Cholamandalam MS...,3.9,(1.6k Reviews),JV,"Chennai,Tamil Nadu + 299 more",22 years old,1k-5k Employees (India)
323,Blue Star,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 118 more",80 years old,1k-5k Employees (India)
324,Grasim Industrie...,4.1,(1.5k Reviews),Public,Nagda + 67 more,76 years old,10k-50k Employees (India)
325,Shree Cement,4.1,(1.5k Reviews),Public,"Kolkata,West Bengal + 154 more",44 years old,5k-10k Employees (India)
326,Dalmia Bharat Ce...,4.1,(1.5k Reviews),Public,"Delhi/NCR,New Delhi + 160 more",88 years old,5k-10k Employees (India)
327,Sterlite Technol...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 62 more",35 years old,1k-5k Employees (India)
328,TVS Credit,4.3,(1.5k Reviews),Public,"Chennai,Tamil Nadu + 228 more",15 years old,10k-50k Employees (India)
329,Renault-Nissan,4.1,(1.5k Reviews),Private,"Chennai,Tamil Nadu + 68 more",16 years old,10k-50k Employees (India)
330,Samsung Electron...,4.1,(1.5k Reviews),Noida + 184 more,,,
331,Sonalika Tractor...,3.8,(1.5k Reviews),Private,"Hoshiarpur,Punjab + 129 more",54 years old,1k-5k Employees (India)
332,CG Power and Ind...,3.8,(1.5k Reviews),Public,"Mumbai,Maharashtra + 95 more",86 years old,1k-5k Employees (India)
333,Emcure Pharmaceu...,3.8,(1.5k Reviews),Private,Pune + 80 more,42 years old,5k-10k Employees (India)
334,Kalyan Jewellers,4.8,(1.5k Reviews),Private,Bengaluru/Bangalore + 121 more,30 years old,5k-10k Employees (India)
335,Yazaki,3.8,(1.5k Reviews),Private,"Tokyo,Tokyo + 49 more",82 years old,10k-50k Employees (India)
336,HCL Infosystems,4,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 103 more",47 years old,10k-50k Employees (India)
337,PVR Cinemas,4.2,(1.5k Reviews),Public,Gurgaon + 92 more,26 years old,5k-10k Employees (India)
338,Mahindra Logisti...,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 107 more",23 years old,1k-5k Employees (India)
339,Johnson Controls,3.5,(1.5k Reviews),Public,Cork + 41 more,28 years old,5k-10k Employees (India)
340,IKS Health,3.6,(1.5k Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,5k-10k Employees (India)
341,BHEL,4.3,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 91 more",59 years old,10k-50k Employees (India)
342,Raymond,4.1,(1.5k Reviews),Public,New York + 111 more,98 years old,5k-10k Employees (India)
343,Croma,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 109 more",17 years old,1k-5k Employees (India)
344,V-Mart,4.3,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 214 more",21 years old,5k-10k Employees (India)
345,Mahindra Holiday...,3.7,(1.5k Reviews),Private,"Mumbai,Maharashtra + 89 more",27 years old,5k-10k Employees (India)
346,XpressBees,3.8,(1.5k Reviews),Private,"Pune,Maharashtra + 194 more",8 years old,1k-5k Employees (India)
347,Datamatics Globa...,3.6,(1.5k Reviews),Public,"Mumbai,Maharashtra + 22 more",48 years old,1k-5k Employees (India)
348,DS Group,4,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 148 more",94 years old,1k-5k Employees (India)
349,Poonawalla Finco...,3.9,(1.5k Reviews),Public,"Mumbai,Maharashtra + 241 more",35 years old,5k-10k Employees (India)
350,Parle Agro,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 159 more",39 years old,1k-5k Employees (India)
351,Ambuja Cements,4,(1.4k Reviews),Public,"Mumbai,Maharashtra + 173 more",40 years old,5k-10k Employees (India)
352,Indian Railways,4.1,(1.4k Reviews),Govt Organisation,"Delhi/NCR,Delhi + 188 more",170 years old,1 Lakh+ Employees (India)
353,Indus Towers,4,(1.4k Reviews),Private,"Gurgaon,Haryana + 119 more",16 years old,1k-5k Employees (India)
354,Zomato,3.7,(1.4k Reviews),Public,"Gurgaon,Haryana + 154 more",15 years old,10k-50k Employees (India)
355,Kalpataru Power ...,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 183 more",42 years old,1k-5k Employees (India)
356,Shriram City,4.1,(1.4k Reviews),Public,"Chennai,Tamil Nadu + 398 more",37 years old,10k-50k Employees (India)
357,SRF,4.3,(1.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 40 more",53 years old,1k-5k Employees (India)
358,Barclays,4.1,(1.4k Reviews),Private,London + 23 more,333 years old,10k-50k Employees (India)
359,Sterling & Wilso...,4.1,(1.4k Reviews),Private,Mumbai + 73 more,96 years old,5k-10k Employees (India)
360,Whirlpool,4.1,(1.4k Reviews),Public,Michigan + 127 more,112 years old,1k-5k Employees (India)
361,Force Motors,3.4,(1.4k Reviews),Public,"Pune,Maharashtra + 75 more",65 years old,1k-5k Employees (India)
362,Cybage,4,(1.4k Reviews),Private,"Pune,Maharashtra + 6 more",28 years old,5k-10k Employees (India)
363,Kansai Nerolac P...,3.9,(1.4k Reviews),Public,"Mumbai,Maharashtra + 134 more",103 years old,1k-5k Employees (India)
364,Reliance Trends,4.3,(1.4k Reviews),Private,"Navi Mumbai,Maharashtra + 286 more",17 years old,1 Lakh+ Employees (India)
365,Taurus BPO Serv...,4.7,(1.4k Reviews),LLP,"Pune,Indore + 10 more",8 years old,1k-5k Employees (India)
366,Myntra,4.1,(1.4k Reviews),Private,"Bangalore,Karnataka + 88 more",16 years old,1k-5k Employees (India)
367,Cadila Pharmaceu...,3.3,(1.4k Reviews),Public,"Ahmedabad,Gujrat + 93 more",72 years old,5k-10k Employees (India)
368,ITC Hotels,4.1,(1.4k Reviews),Public,"Kolkata,West Bengal + 67 more",48 years old,5k-10k Employees (India)
369,Shahi Exports,4.1,(1.4k Reviews),Private,"Faridabad,Haryana + 50 more",49 years old,1 Lakh+ Employees (India)
370,Info Edge,4.1,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 52 more",28 years old,1k-5k Employees (India)
371,ICICI Securities,3.8,(1.4k Reviews),Public,"Mumbai,Maharashtra + 111 more",28 years old,5k-10k Employees (India)
372,BT Group,4.2,(1.4k Reviews),Private,London + 14 more,177 years old,10k-50k Employees (India)
373,Shell,4.4,(1.4k Reviews),Public,"London,England + 71 more",19 years old,10k-50k Employees (India)
374,Bharti AXA Life ...,3.9,(1.4k Reviews),Private,Mumbai + 210 more,17 years old,5k-10k Employees (India)
375,Brakes India,4,(1.4k Reviews),Partnership,"Chennai,Tamil Nadu + 66 more",61 years old,1k-5k Employees (India)
376,Endurance Techno...,3.8,(1.4k Reviews),Public,"Aurangabad,Maharashtra + 34 more",38 years old,1k-5k Employees (India)
377,Delphi TVS,4,(1.4k Reviews),Private,"Kanchipuram,Tamil Nadu + 26 more",34 years old,1k-5k Employees (India)
378,Blinkit,3.8,(1.4k Reviews),Private,"Gurgaon,Haryana + 56 more",10 years old,5k-10k Employees (India)
379,3i Infotech,3.6,(1.4k Reviews),Public,"Mumbai,Maharashtra + 91 more",30 years old,5k-10k Employees (India)
380,JCB,4,(1.4k Reviews),Private,"Rocester,Staffordshire + 74 more",78 years old,1k-5k Employees (India)
381,Lodha group,4.1,(1.4k Reviews),Private,"Mumbai,Maharashtra + 18 more",43 years old,1k-5k Employees (India)
382,Bharat Petroleum,4.1,(1.3k Reviews),Private,"Mumbai,Maharashtra + 193 more",71 years old,5k-10k Employees (India)
383,Future Generali ...,3.8,(1.3k Reviews),Private,Mumbai + 151 more,16 years old,1k-5k Employees (India)
384,JK Tyres,3.8,(1.3k Reviews),Private,New Delhi + 114 more,72 years old,1k-5k Employees (India)
385,Sobha,4,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",28 years old,1k-5k Employees (India)
386,Tata Motors Fina...,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 204 more",66 years old,1k-5k Employees (India)
387,café Coffee day,3.9,(1.3k Reviews),Private,"Bengaluru,Karnataka + 84 more",27 years old,10k-50k Employees (India)
388,Thomson Reuters,4.2,(1.3k Reviews),Private,Toronto + 21 more,15 years old,1k-5k Employees (India)
389,Syngene Internat...,3.9,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",30 years old,1k-5k Employees (India)
390,Indian Navy,4.6,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",73 years old,50k-1 Lakh Employees (India)
391,Coromandel Inter...,4.1,(1.3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 133 more",62 years old,5k-10k Employees (India)
392,Movate,3.7,(1.3k Reviews),"Plano,Texas + 22 more",27 years old,10k-50k Employees (Global),
393,Big Bazaar,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra + 149 more",22 years old,10k-50k Employees (India)
394,Gabriel India,4.2,(1.3k Reviews),Public,"Pune,Maharashtra + 33 more",62 years old,1k-5k Employees (India)
395,Aavas Financiers...,4,(1.3k Reviews),Public,"Jaipur,Rajasthan + 207 more",12 years old,5k-10k Employees (India)
